variable,target,lag,pearson_correlation,pearson_pvalue,spearman_correlation,spearman_pvalue,sample_size,pearson_pvalue_fdr,is_significant_fdr,r_squared,coefficient,intercept
taker_buy_vol,price_direction_7d,1,0.2009899656232373,0.5534489046607463,0.4000000000000001,0.22286835013351997,11,0.5534489046607463,False,,,
taker_buy_vol,price_direction_7d,3,-0.51023560696975,0.16048619433417627,-0.5477225575051661,0.12687036692367104,9,0.16048619433417627,False,,,
taker_buy_vol,price_direction_7d,7,,,,,5,,False,,,
taker_buy_vol,price_range,0,0.9827875287375919,1.1560241282835653e-08,0.9790209790209792,3.0898013985487064e-08,12,1.1560241282835653e-08,True,0.9658713266421429,1.5973626988644542e-08,0.0018484417627580227
taker_buy_vol,price_range,1,0.36215451044191294,0.27374220869940047,0.45454545454545453,0.16014543725525882,11,0.27374220869940047,False,,,
taker_buy_vol,price_range,3,-0.6136420848781161,0.07880573966432074,-0.5833333333333334,0.09918581647988323,9,0.07880573966432074,False,,,
taker_buy_vol,price_range,7,-0.2071150923719131,0.7381905544702656,0.09999999999999999,0.8728885715695383,5,0.7381905544702656,False,,,
taker_sell_vol,price_static,0,-0.6000485833995566,0.03914282469572019,-0.6713286713286714,0.01683145618689339,12,0.03914282469572019,True,0.3600583024398145,-0.0021133416445552125,110683.5648254428
taker_sell_vol,price_static,1,-0.26840195049034077,0.4248590237830034,-0.3727272727272728,0.2589258736842221,11,0.4248590237830034,False,,,
taker_sell_vol,price_static,3,-0.021228861502845194,0.9567691567840222,0.06666666666666667,0.8646897846262037,9,0.9567691567840222,False,,,
taker_sell_vol,price_static,7,0.6351775375710588,0.2495347868337974,0.7999999999999999,0.10408803866182788,5,0.2495347868337974,False,,,
taker_sell_vol,price_change_1d,0,0.20025276639109107,0.5326071418420895,0.1258741258741259,0.6966831093957659,12,0.5326071418420895,False,,,
taker_sell_vol,price_change_1d,1,0.3270937633878767,0.3261752805512927,0.45454545454545453,0.16014543725525882,11,0.3261752805512927,False,,,
taker_sell_vol,price_change_1d,3,0.22185759212142206,0.5661656075282787,0.16666666666666669,0.668231040071504,9,0.5661656075282787,False,,,
taker_sell_vol,price_change_1d,7,-0.10773507710474152,0.8630932602112693,-0.09999999999999999,0.8728885715695383,5,0.8630932602112693,False,,,
taker_sell_vol,price_change_7d,0,0.4359796250054506,0.15653704745328217,0.20979020979020982,0.5128409431818263,12,0.15653704745328217,False,,,
taker_sell_vol,price_change_7d,1,0.2925855665756552,0.38259806701699517,0.19090909090909092,0.5739131682855215,11,0.38259806701699517,False,,,
taker_sell_vol,price_change_7d,3,-0.5882811554848152,0.09566147212545768,-0.5666666666666667,0.11163298761149114,9,0.09566147212545768,False,,,
taker_sell_vol,price_change_7d,7,0.5359814656473195,0.3518183377079529,0.6,0.28475697986529375,5,0.3518183377079529,False,,,
taker_sell_vol,volatility_1d,0,0.5479481438373086,0.0651290478169009,0.5734265734265735,0.05126558978649143,12,0.0651290478169009,False,,,
taker_sell_vol,volatility_1d,1,0.3899541640120618,0.23578628613656338,0.4272727272727273,0.189943724965427,11,0.23578628613656338,False,,,
taker_sell_vol,volatility_1d,3,-0.36171611551970884,0.33880601144439254,-0.38333333333333336,0.30849527238037144,9,0.33880601144439254,False,,,
taker_sell_vol,volatility_1d,7,0.8553486987749233,0.06458957034203779,0.8999999999999998,0.03738607346849875,5,0.06458957034203779,False,,,
taker_sell_vol,volatility_7d,0,-0.5619693204046838,0.05721442305959064,-0.4825174825174825,0.11210929146889191,12,0.05721442305959064,False,,,
taker_sell_vol,volatility_7d,1,-0.5260642247982119,0.09646773540056637,-0.4090909090909091,0.21154501034209613,11,0.09646773540056637,False,,,
taker_sell_vol,volatility_7d,3,0.3458741078309213,0.36190715389445716,0.21666666666666667,0.5755148957119259,9,0.36190715389445716,False,,,
taker_sell_vol,volatility_7d,7,0.5901923087084514,0.29479255156121636,0.49999999999999994,0.39100221895577053,5,0.29479255156121636,False,,,
taker_sell_vol,price_direction_1d,0,0.13621570754125362,0.6729375628439911,0.04828045495852676,0.8815533219813624,12,0.6729375628439911,False,,,
taker_sell_vol,price_direction_1d,1,0.14304062483829885,0.6747999960637763,0.28867513459481287,0.38928314247621143,11,0.6747999960637763,False,,,
taker_sell_vol,price_direction_1d,3,0.1176603411830872,0.763052402891697,-0.08660254037844387,0.8246736931109945,9,0.763052402891697,False,,,
taker_sell_vol,price_direction_1d,7,-0.3057644965568233,0.616842846631368,-0.28867513459481287,0.6376180914006018,5,0.616842846631368,False,,,
taker_sell_vol,price_direction_7d,0,0.6724580728501296,0.01657977856813839,0.4803844614152615,0.11393741215192033,12,0.01657977856813839,True,0.45219985974130994,1.4085684383139755e-07,-0.28183775293801927
taker_sell_vol,price_direction_7d,1,0.2690702238265394,0.4236621863440954,0.4000000000000001,0.22286835013351997,11,0.4236621863440954,False,,,
taker_sell_vol,price_direction_7d,3,-0.49814354053226984,0.17231869668430363,-0.5477225575051661,0.12687036692367104,9,0.17231869668430363,False,,,
taker_sell_vol,price_direction_7d,7,,,,,5,,False,,,
taker_sell_vol,price_range,0,0.9718539589940793,1.3269496859846922e-07,0.9790209790209792,3.0898013985487064e-08,12,1.3269496859846922e-07,True,0.9445001176124658,1.4628201064399804e-08,0.0038855873126332555
taker_sell_vol,price_range,1,0.40110572774148395,0.2214724748081833,0.45454545454545453,0.16014543725525882,11,0.2214724748081833,False,,,
taker_sell_vol,price_range,3,-0.6161964344653083,0.07721877320426614,-0.5833333333333334,0.09918581647988323,9,0.07721877320426614,False,,,
taker_sell_vol,price_range,7,-0.18108705958115773,0.7706992137202151,0.09999999999999999,0.8728885715695383,5,0.7706992137202151,False,,,
top_trader_long_short_ratio,price_static,0,0.3273962779066633,3.0589355742621056e-08,0.3183610614374891,7.59092661977852e-08,273,3.0589355742621056e-08,True,0.1071883227871373,6865.81781179603,93766.91202725608
top_trader_long_short_ratio,price_static,1,0.322418209921732,5.3609408149407465e-08,0.3111527608488754,1.6175983056697922e-07,272,5.3609408149407465e-08,True,0.10395350208913412,6815.209365888002,93920.23571657455
top_trader_long_short_ratio,price_static,3,0.309973001484772,2.0107030310245258e-07,0.2971383542831711,6.606380339385202e-07,270,2.0107030310245258e-07,True,0.09608326164947856,6675.572669890497,94244.13683115368
top_trader_long_short_ratio,price_static,7,0.3118392184048521,2.0800764444629763e-07,0.29254257118309873,1.2014990792571672e-06,266,2.0800764444629763e-07,True,0.09724369813534928,7007.605987180851,94019.13479921916
top_trader_long_short_ratio,price_static,14,0.4150362617135298,3.0101297625478784e-12,0.3936517039965315,4.5601230332095796e-11,260,3.0101297625478784e-12,True,0.1722550985371416,9790.601507707195,90388.84818633374
top_trader_long_short_ratio,price_change_1d,0,-0.0058962698407223684,0.9227453003407822,0.015866593689693734,0.7941135731344673,273,0.9227453003407822,False,,,
top_trader_long_short_ratio,price_change_1d,1,-0.015982917347122524,0.7930131991748312,0.004731810407955404,0.9380825598175242,272,0.7930131991748312,False,,,
top_trader_long_short_ratio,price_change_1d,3,-0.04047479678671747,0.507808058486579,-0.020295660205672687,0.7399053540497933,270,0.507808058486579,False,,,
top_trader_long_short_ratio,price_change_1d,7,0.06523218035220477,0.2891338236151871,0.03237657425310149,0.5990987538372344,266,0.2891338236151871,False,,,
top_trader_long_short_ratio,price_change_1d,14,0.04675213381210729,0.4528731189160585,0.04440325129980302,0.4759183084266342,260,0.4528731189160585,False,,,
top_trader_long_short_ratio,price_change_7d,0,-0.15499889747531062,0.010324432098167947,-0.12630049212273342,0.03701394084532169,273,0.010324432098167947,True,0.0240246582185617,-0.014453792833355076,0.02260706613165958
top_trader_long_short_ratio,price_change_7d,1,-0.12379763509029204,0.04133293996461001,-0.10473610392212518,0.08468220684907354,272,0.04133293996461001,True,0.015325854453949295,-0.011563173905919445,0.01793747426196333
top_trader_long_short_ratio,price_change_7d,3,-0.03177307500799898,0.6032072060492171,-0.030333901852029665,0.6197260965974829,270,0.6032072060492171,False,,,
top_trader_long_short_ratio,price_change_7d,7,0.062391510822754084,0.3106922533839972,0.07526416210124633,0.22114978781059383,266,0.3106922533839972,False,,,
top_trader_long_short_ratio,price_change_7d,14,0.12334521658888219,0.04693435259526054,0.13594830146554282,0.028399484809015864,260,0.04693435259526054,True,0.0152140424553584,0.012516862869073452,-0.01917940914296619
top_trader_long_short_ratio,volatility_1d,0,-0.1401218138381042,0.020557901802943986,-0.12760452299954234,0.03508979113433862,273,0.020557901802943986,True,0.01963412271328069,-0.0027443019119658624,0.023659373294286756
top_trader_long_short_ratio,volatility_1d,1,-0.16934286595547787,0.0051060740299826565,-0.14878278873286466,0.01404252304940664,272,0.0051060740299826565,True,0.028677006250015014,-0.003343969778407002,0.024575932357594473
top_trader_long_short_ratio,volatility_1d,3,-0.18342192146325006,0.0024809329583400704,-0.167275880937248,0.005863639233797646,270,0.0024809329583400704,True,0.033643601273270596,-0.003695790376121664,0.0250895342896947
top_trader_long_short_ratio,volatility_1d,7,-0.19200648062231435,0.0016545946517810247,-0.1671092082548963,0.006297613011600064,266,0.0016545946517810247,True,0.036866488600967307,-0.004009531364864964,0.02536350697699012
top_trader_long_short_ratio,volatility_1d,14,-0.2901720047621489,1.9443044404122113e-06,-0.2759228345435241,6.312244493876556e-06,260,1.9443044404122113e-06,True,0.08419979234768449,-0.006376833566292278,0.02865672253740783
top_trader_long_short_ratio,volatility_7d,0,-0.20670259766815263,0.0005886159773222855,-0.1781485474594105,0.003140359143768189,273,0.0005886159773222855,True,0.042725963882762175,-0.0037264312166862814,0.025685815744219853
top_trader_long_short_ratio,volatility_7d,1,-0.21544904347907498,0.00034486461861241234,-0.19447770592767333,0.0012664792406158285,272,0.00034486461861241234,True,0.04641829033604816,-0.00391724558650642,0.025971071491098105
top_trader_long_short_ratio,volatility_7d,3,-0.21790752348896603,0.0003092576730397725,-0.18666587409368515,0.002069171037274328,270,0.0003092576730397725,True,0.04748368879309428,-0.004031103877029695,0.026028203838065755
top_trader_long_short_ratio,volatility_7d,7,-0.2644068479430909,1.2421333854708625e-05,-0.2310908711252373,0.0001430528776350932,266,1.2421333854708625e-05,True,0.06991098123920081,-0.005098212328180334,0.027436381916466263
top_trader_long_short_ratio,volatility_7d,14,-0.37748181988092183,3.1403105442461854e-10,-0.392394744118882,5.3182442424155094e-11,260,3.1403105442461854e-10,True,0.14249252434061266,-0.007676095522331504,0.030951476386577317
top_trader_long_short_ratio,price_direction_1d,0,0.04039178270703607,0.506312240900222,0.054199217554999714,0.3723581454294711,273,0.506312240900222,False,,,
top_trader_long_short_ratio,price_direction_1d,1,0.046486590490704666,0.44513033685173525,0.05496976077455918,0.36647684895656873,272,0.44513033685173525,False,,,
top_trader_long_short_ratio,price_direction_1d,3,-0.016847528971463015,0.7828796318699454,0.0038966539662050343,0.94918383278688,270,0.7828796318699454,False,,,
top_trader_long_short_ratio,price_direction_1d,7,0.007685234367963728,0.9007183617749018,0.006511515215422477,0.9158199211072046,266,0.9007183617749018,False,,,
top_trader_long_short_ratio,price_direction_1d,14,0.010021657581995774,0.8722353369091737,0.018755481788698132,0.7634203260299603,260,0.8722353369091737,False,,,
top_trader_long_short_ratio,price_direction_7d,0,-0.11753430045118822,0.05240361073355491,-0.07315133527523666,0.22830861370823297,273,0.05240361073355491,False,,,
top_trader_long_short_ratio,price_direction_7d,1,-0.09930787578285734,0.10219019695012095,-0.06424099293286238,0.2911047793302982,272,0.10219019695012095,False,,,
top_trader_long_short_ratio,price_direction_7d,3,-0.053608409191106605,0.3802583783617428,-0.023431410148499438,0.7015094297106848,270,0.3802583783617428,False,,,
top_trader_long_short_ratio,price_direction_7d,7,0.07205672985843214,0.24151913139656517,0.07860547875778973,0.20126450519514785,266,0.24151913139656517,False,,,
top_trader_long_short_ratio,price_direction_7d,14,0.09019911047480747,0.1469561959877118,0.11296073499608572,0.06898997351449876,260,0.1469561959877118,False,,,
top_trader_long_short_ratio,price_range,0,-0.15858284546669385,0.008669316365504758,-0.1704747592467644,0.004735664462711497,273,0.008669316365504758,True,0.02514851887631331,-0.006163389662554263,0.04285814843848431
top_trader_long_short_ratio,price_range,1,-0.13646008129148757,0.024402555529585545,-0.1662090893694974,0.006001412955812099,272,0.024402555529585545,True,0.01862135378607943,-0.005349319411815327,0.041583281808675994
top_trader_long_short_ratio,price_range,3,-0.11804157711121564,0.05269638109178489,-0.17081075643470187,0.004886872982893146,270,0.05269638109178489,False,,,
top_trader_long_short_ratio,price_range,7,-0.12233123145193404,0.04623316775157774,-0.1363288441583076,0.02619049524805658,266,0.04623316775157774,True,0.0149649301885465,-0.0050710261959150535,0.040994662252211406
top_trader_long_short_ratio,price_range,14,-0.22366456258684997,0.00027769362660049255,-0.21603596776010564,0.00045113446363027925,260,0.00027769362660049255,True,0.05002583655716675,-0.009738038370972037,0.047574592299590296
bybit_funding_rate,price_static,0,0.34225771899868607,0.019900209030069373,0.5842842208151493,2.0151158485662013e-05,46,0.019900209030069373,True,0.1171403462141839,25725465.605077304,111164.19611278377
bybit_funding_rate,price_static,1,0.21061732323298157,0.1649117859867387,0.4550006627984772,0.0016878203230040211,45,0.1649117859867387,False,,,
bybit_funding_rate,price_static,3,0.19508015859406808,0.20998134638099192,0.36535266992757065,0.015991070979347346,43,0.20998134638099192,False,,,
bybit_funding_rate,price_static,7,0.19401122284983882,0.23662483677554602,0.3063373215250212,0.05786540692874734,39,0.23662483677554602,False,,,
bybit_funding_rate,price_static,14,-0.22611467774185837,0.2133522074476512,-0.42390908607423566,0.015612990633595454,32,0.2133522074476512,False,,,
bybit_funding_rate,price_change_1d,0,-0.2435624533159234,0.1028633351913796,-0.05939678081336312,0.6949780716426126,46,0.1028633351913796,False,,,
bybit_funding_rate,price_change_1d,1,-0.05785404038246299,0.7058079720032283,-0.05837396282065606,0.70328466914195,45,0.7058079720032283,False,,,
bybit_funding_rate,price_change_1d,3,0.11208689846859578,0.4742356727326461,0.04666968789070662,0.7663308906399597,43,0.4742356727326461,False,,,
bybit_funding_rate,price_change_1d,7,-0.2725074572398494,0.09327450838374035,-0.37375987808009853,0.01908607134127245,39,0.09327450838374035,False,,,
bybit_funding_rate,price_change_1d,14,-0.1538831986961403,0.4004114054193897,0.05867253786494611,0.7497478324425813,32,0.4004114054193897,False,,,
bybit_funding_rate,price_change_7d,0,-0.043931960326030986,0.7718919985806132,-0.14093628676898723,0.3501776957559154,46,0.7718919985806132,False,,,
bybit_funding_rate,price_change_7d,1,-0.05516120894170898,0.718926349383121,-0.2682830435730378,0.07476890644660372,45,0.718926349383121,False,,,
bybit_funding_rate,price_change_7d,3,-0.10134378845072296,0.5178641516176374,-0.2730705362666588,0.07644064489369719,43,0.5178641516176374,False,,,
bybit_funding_rate,price_change_7d,7,-0.280758681242506,0.0833971871611872,-0.10042518934329843,0.5429943081978774,39,0.0833971871611872,False,,,
bybit_funding_rate,price_change_7d,14,0.09850187698833823,0.5917174332439644,0.3593692944227949,0.043376222539123384,32,0.5917174332439644,False,,,
bybit_funding_rate,volatility_1d,0,-0.49026659729245314,0.0005427836727820874,-0.4255227319121413,0.003196748482894824,46,0.0005427836727820874,True,0.2403613364207201,-45.944255682134646,0.02144234845709372
bybit_funding_rate,volatility_1d,1,-0.39029597150801015,0.008036219059989453,-0.22427197453895398,0.13858887795065317,45,0.008036219059989453,True,0.1523309453753815,-36.708511591607525,0.021316211933729932
bybit_funding_rate,volatility_1d,3,-0.0073540777402241065,0.9626698546873564,0.03217036738097253,0.8377347360293704,43,0.9626698546873564,False,,,
bybit_funding_rate,volatility_1d,7,0.1739715122674324,0.28950550022832694,0.1314031207334691,0.4252305849856517,39,0.28950550022832694,False,,,
bybit_funding_rate,volatility_1d,14,0.0991684282972722,0.5891995785127199,0.008800880679741918,0.9618713516570531,32,0.5891995785127199,False,,,
bybit_funding_rate,volatility_7d,0,0.06750383062192426,0.655783277069502,0.021155862740377517,0.8890133736040022,46,0.655783277069502,False,,,
bybit_funding_rate,volatility_7d,1,0.24426344847661716,0.10586533476065405,0.17867966949166955,0.24024689154660953,45,0.10586533476065405,False,,,
bybit_funding_rate,volatility_7d,3,0.20791679661925425,0.180928818046525,0.2510194863247715,0.10444922364660333,43,0.180928818046525,False,,,
bybit_funding_rate,volatility_7d,7,0.1176775299689551,0.47555460977444886,0.027940879293095126,0.8659174467893321,39,0.47555460977444886,False,,,
bybit_funding_rate,volatility_7d,14,0.05626753939915399,0.7596991287179578,-0.23175652456653717,0.2018445251573368,32,0.7596991287179578,False,,,
bybit_funding_rate,price_direction_1d,0,-0.18173673137531,0.22674978948628244,-0.1409744812246634,0.35004581805001067,46,0.22674978948628244,False,,,
bybit_funding_rate,price_direction_1d,1,-0.1591344037701158,0.2964214602425437,-0.11662891747071497,0.44548498035285133,45,0.2964214602425437,False,,,
bybit_funding_rate,price_direction_1d,3,0.16545047314643127,0.289012525885736,0.06388151961667318,0.6840288955074799,43,0.289012525885736,False,,,
bybit_funding_rate,price_direction_1d,7,-0.2573523359627541,0.11373027119354316,-0.28721393814031854,0.07625214385051059,39,0.11373027119354316,False,,,
bybit_funding_rate,price_direction_1d,14,-0.0788884213080121,0.667795592615928,0.05767145373735601,0.7538853746458261,32,0.667795592615928,False,,,
bybit_funding_rate,price_direction_7d,0,0.051893790577460464,0.7319704536372964,-0.05501591935799959,0.7164984787954933,46,0.7319704536372964,False,,,
bybit_funding_rate,price_direction_7d,1,0.026362785173425177,0.8635159818479573,-0.09438645757601044,0.5374157577281197,45,0.8635159818479573,False,,,
bybit_funding_rate,price_direction_7d,3,-0.011484053257345667,0.9417350832604054,-0.18364767873490162,0.2384655426142689,43,0.9417350832604054,False,,,
bybit_funding_rate,price_direction_7d,7,-0.29917712598388624,0.06428409849998622,-0.17847969639460778,0.2769931083359849,39,0.06428409849998622,False,,,
bybit_funding_rate,price_direction_7d,14,0.2961399093587465,0.09982101509795704,0.4926086102035385,0.0041801943622246165,32,0.09982101509795704,False,,,
bybit_funding_rate,price_range,0,-0.02231642721676842,0.8829661314779143,-0.2621970044004222,0.0783555629599416,46,0.8829661314779143,False,,,
bybit_funding_rate,price_range,1,-0.08513219645869052,0.5781939149510726,-0.15364343261599314,0.3136142060704739,45,0.5781939149510726,False,,,
bybit_funding_rate,price_range,3,0.004405945414423698,0.9776298739879442,-0.06675728818023408,0.6705943534236336,43,0.9776298739879442,False,,,
bybit_funding_rate,price_range,7,0.09026263069166571,0.5847445559740585,-0.09678072682680776,0.5578017564631309,39,0.5847445559740585,False,,,
bybit_funding_rate,price_range,14,-0.018041978027886596,0.921925896892627,-0.01026769412636557,0.955522381172615,32,0.921925896892627,False,,,
bybit_oi,price_static,0,,,,,12,,False,,,
bybit_oi,price_static,1,,,,,11,,False,,,
bybit_oi,price_static,3,,,,,9,,False,,,
bybit_oi,price_static,7,,,,,5,,False,,,
bybit_oi,price_change_1d,0,,,,,12,,False,,,
bybit_oi,price_change_1d,1,,,,,11,,False,,,
bybit_oi,price_change_1d,3,,,,,9,,False,,,
bybit_oi,price_change_1d,7,,,,,5,,False,,,
bybit_oi,price_change_7d,0,,,,,12,,False,,,
bybit_oi,price_change_7d,1,,,,,11,,False,,,
bybit_oi,price_change_7d,3,,,,,9,,False,,,
bybit_oi,price_change_7d,7,,,,,5,,False,,,
bybit_oi,volatility_1d,0,,,,,12,,False,,,
bybit_oi,volatility_1d,1,,,,,11,,False,,,
bybit_oi,volatility_1d,3,,,,,9,,False,,,
bybit_oi,volatility_1d,7,,,,,5,,False,,,
bybit_oi,volatility_7d,0,,,,,12,,False,,,
bybit_oi,volatility_7d,1,,,,,11,,False,,,
bybit_oi,volatility_7d,3,,,,,9,,False,,,
bybit_oi,volatility_7d,7,,,,,5,,False,,,
bybit_oi,price_direction_1d,0,,,,,12,,False,,,
bybit_oi,price_direction_1d,1,,,,,11,,False,,,
bybit_oi,price_direction_1d,3,,,,,9,,False,,,
bybit_oi,price_direction_1d,7,,,,,5,,False,,,
bybit_oi,price_direction_7d,0,,,,,12,,False,,,
bybit_oi,price_direction_7d,1,,,,,11,,False,,,
bybit_oi,price_direction_7d,3,,,,,9,,False,,,
bybit_oi,price_direction_7d,7,,,,,5,,False,,,
bybit_oi,price_range,0,,,,,12,,False,,,
bybit_oi,price_range,1,,,,,11,,False,,,
bybit_oi,price_range,3,,,,,9,,False,,,
bybit_oi,price_range,7,,,,,5,,False,,,
