coin,week_end_date,avg_top100_richest_pct,avg_transaction_value_btc,whale_conc_change_7d
BTC,2023-01-01,18.58,15.623249999999999,0.0
BTC,2023-01-08,13.675714285714287,11.49207142857143,-0.26395509764723957
BTC,2023-01-15,11.031428571428572,7.307514285714285,-0.19335631463491076
BTC,2023-01-22,18.194285714285716,10.311114285714286,0.6493136493136493
BTC,2023-01-29,15.651428571428571,7.6577142857142855,-0.1397613065326634
BTC,2023-02-05,13.235714285714284,7.599528571428571,-0.15434465133260322
BTC,2023-02-12,17.844285714285714,12.512242857142857,0.34819212088505136
BTC,2023-02-19,13.084285714285715,8.397385714285715,-0.26675206148426867
BTC,2023-02-26,12.997142857142858,8.292442857142857,-0.006660115733158611
BTC,2023-03-05,6.024285714285715,3.384657142857143,-0.5364915366014509
BTC,2023-03-12,12.917142857142858,9.397914285714284,1.1441783258240457
BTC,2023-03-19,17.428571428571427,13.865542857142858,0.3492590134925899
BTC,2023-03-26,17.52857142857143,15.400728571428571,0.005737704918032938
BTC,2023-04-02,17.535714285714285,18.817128571428572,0.00040749796251016157
BTC,2023-04-09,5.908571428571428,5.880314285714285,-0.6630549898167006
BTC,2023-04-16,3.601428571428571,2.859542857142857,-0.39047388781431336
BTC,2023-04-23,5.975714285714285,6.617957142857143,0.6592621975406585
BTC,2023-04-30,15.224285714285713,20.115857142857145,1.5476930432703804
BTC,2023-05-07,17.435714285714287,25.13322857142857,0.1452566388289389
BTC,2023-05-14,17.371428571428574,24.322971428571428,-0.0036870135190495423
BTC,2023-05-21,10.55,11.74627142857143,-0.39268092105263164
BTC,2023-05-28,13.108571428571429,18.2154,0.24251861882193637
BTC,2023-06-04,18.038571428571426,18.313042857142857,0.37608979947689614
BTC,2023-06-11,18.365714285714287,20.13202857142857,0.018135740872733175
BTC,2023-06-18,18.478571428571428,20.85152857142857,0.006144990665836847
BTC,2023-06-25,18.334285714285716,19.07578571428571,-0.007808272129880001
BTC,2023-07-02,15.94,18.136599999999998,-0.13059061866916022
BTC,2023-07-09,18.805714285714284,18.351185714285716,0.1797813228177092
BTC,2023-07-16,18.812857142857144,18.66187142857143,0.00037982376177470023
BTC,2023-07-23,15.989999999999998,22.295814285714282,-0.15004935834155986
BTC,2023-07-30,16.035714285714285,23.348242857142857,0.0028589296881980086
BTC,2023-08-06,16.274285714285714,25.426085714285712,0.014877505567928884
BTC,2023-08-13,18.614285714285717,22.842857142857145,0.14378511235955083
BTC,2023-08-20,18.36285714285714,21.06992857142857,-0.013507290867229682
BTC,2023-08-27,18.42142857142857,19.674028571428572,0.0031896685856542817
BTC,2023-09-03,30.202857142857145,18.696185714285715,0.6395502132609541
BTC,2023-09-10,16.107142857142858,19.18132857142857,-0.4667013527575442
BTC,2023-09-17,18.37142857142857,17.673714285714286,0.14057649667405747
BTC,2023-09-24,18.018571428571427,15.664657142857143,-0.01920684292379471
BTC,2023-10-01,15.571428571428571,11.997399999999999,-0.1358122571949575
BTC,2023-10-08,18.091428571428573,10.892671428571429,0.1618348623853212
BTC,2023-10-15,18.06714285714286,10.40757142857143,-0.0013423878711307236
BTC,2023-10-22,15.645714285714288,10.143457142857143,-0.13402387918083336
BTC,2023-10-29,18.25142857142857,10.574757142857141,0.1665449233016798
BTC,2023-11-05,18.327142857142857,12.083542857142858,0.004148403256105215
BTC,2023-11-12,18.61285714285714,14.61582857142857,0.015589679632083575
BTC,2023-11-19,15.92,11.820685714285714,-0.14467725842351675
BTC,2023-11-26,13.44,9.897657142857144,-0.15577889447236182
BTC,2023-12-03,15.747142857142858,11.2555,0.17166241496598644
BTC,2023-12-10,13.128571428571428,10.367214285714285,-0.16628866914633045
BTC,2023-12-17,15.45857142857143,13.534671428571428,0.17747551686615903
BTC,2023-12-24,17.37,18.52937142857143,0.12364846132520091
BTC,2023-12-31,5.8,5.412871428571429,-0.666090961427749
BTC,2024-01-07,14.961428571428572,14.445314285714286,1.5795566502463054
BTC,2024-01-14,17.07,15.495714285714286,0.14093382984818104
BTC,2024-01-21,8.042857142857143,8.036271428571428,-0.5288308645074902
BTC,2024-01-28,17.32857142857143,19.446714285714286,1.1545293072824157
BTC,2024-02-04,17.45714285714286,18.96462857142857,0.007419620774938185
BTC,2024-02-11,17.614285714285714,17.124242857142857,0.009001636661210899
BTC,2024-02-18,17.997142857142855,18.211142857142857,0.021735604217355986
BTC,2024-02-25,18.02285714285714,17.00182857142857,0.0014287982219400863
BTC,2024-03-03,17.994285714285716,19.53282857142857,-0.0015852885225109414
BTC,2024-03-10,18.01142857142857,21.168242857142854,0.0009526833915527444
BTC,2024-03-17,18.00714285714286,24.222214285714283,-0.0002379441624363876
BTC,2024-03-24,18.46,28.901971428571432,0.02514875049583498
BTC,2024-03-31,18.704285714285714,31.858814285714285,0.013233245627611856
BTC,2024-04-07,18.791428571428572,34.42897142857143,0.004658978079890019
BTC,2024-04-14,18.85571428571429,32.86268571428572,0.0034210126197355972
BTC,2024-04-21,18.738571428571426,32.38914285714286,-0.006212591863020256
BTC,2024-04-28,18.722857142857144,37.4554,-0.0008386063886557382
BTC,2024-05-05,18.67142857142857,35.551342857142856,-0.0027468335113689513
BTC,2024-05-12,18.64428571428571,32.74207142857143,-0.001453710788064333
BTC,2024-05-19,18.93285714285714,33.23428571428571,0.01547774116925904
BTC,2024-05-26,19.56142857142857,33.30591428571428,0.033200030181845586
BTC,2024-06-02,19.737142857142857,33.781142857142854,0.008982691886365357
BTC,2024-06-09,19.99857142857143,34.166914285714284,0.013245512449334251
BTC,2024-06-16,20.162857142857142,32.57452857142857,0.008214872490892144
BTC,2024-06-23,20.124285714285715,30.182842857142855,-0.0019129941901656622
BTC,2024-06-30,20.244285714285716,32.22718571428571,0.005962944558813188
BTC,2024-07-07,20.714285714285715,27.8964,0.02321642791616685
BTC,2024-07-14,21.148571428571426,28.8487,0.020965517241379183
BTC,2024-07-21,21.697142857142858,28.445142857142855,0.025938935422858744
BTC,2024-07-28,21.888571428571428,29.319871428571428,0.008822754806426136
BTC,2024-08-04,21.79,28.11134285714286,-0.0045033285471870466
BTC,2024-08-11,21.835714285714285,32.139428571428574,0.002097947944666556
BTC,2024-08-18,21.608571428571427,30.977299999999996,-0.010402355250245354
BTC,2024-08-25,21.398571428571426,31.4861,-0.009718365727885758
BTC,2024-09-01,20.974285714285713,34.82664285714286,-0.019827758862407285
BTC,2024-09-08,20.792857142857144,39.32015714285715,-0.008650047677428052
BTC,2024-09-15,20.857142857142858,41.82195714285714,0.003091721058055663
BTC,2024-09-22,20.854285714285716,39.37435714285714,-0.0001369863013698236
BTC,2024-09-29,21.01571428571429,37.498628571428576,0.007740786409097256
BTC,2024-10-06,21.195714285714285,37.682900000000004,0.00856501937325782
BTC,2024-10-13,21.094285714285714,39.06437142857143,-0.004785333962391225
BTC,2024-10-20,21.264285714285712,38.98661428571428,0.008059054584857117
BTC,2024-10-27,21.150000000000002,38.67084285714286,-0.005374538125629602
BTC,2024-11-03,21.087142857142855,40.35192857142857,-0.00297196892941598
BTC,2024-11-10,20.650000000000002,38.37465714285714,-0.02073030282501165
BTC,2024-11-17,20.54714285714286,36.036585714285714,-0.004980975441023938
BTC,2024-11-24,20.685714285714287,37.39145714285714,0.006744072863797523
BTC,2024-12-01,21.080000000000002,36.88444285714286,0.01906077348066293
BTC,2024-12-08,21.16857142857143,39.0646,0.004201680672268893
BTC,2024-12-15,21.38,40.844585714285714,0.00998785261168833
BTC,2024-12-22,21.582857142857144,41.0529,0.009488173192570004
BTC,2024-12-29,21.834285714285716,43.810985714285714,0.011649457241196703
BTC,2025-01-05,4.307156433132663,11298.070902627858,-0.802734264381519
BTC,2025-01-12,0.37846704367020545,1363.1509792634806,-0.91213064824884
BTC,2025-01-19,0.23151338027596177,294.4666608842035,-0.388286551899347
BTC,2025-01-26,0.17754153855736923,3114.6437148337614,-0.2331262307787939
BTC,2025-02-02,0.16306917382324057,228.3891910407433,-0.08151537297539069
BTC,2025-02-09,0.3514344942172984,968.6584789584415,1.1551252513135135
BTC,2025-02-16,0.016833969385244806,60.51707583506228,-0.9520992683921458
BTC,2025-02-23,0.356539806766063,845.9330938269047,20.17978229653755
BTC,2025-03-02,0.29018301418168785,399.23371955662236,-0.18611327914897857
BTC,2025-03-09,0.222645214953246,1741.5632765055714,-0.23274208319497103
BTC,2025-03-16,6.476816433397015,1680.172781657027,28.090301512911935
BTC,2025-03-23,0.03954698893747805,117.11927937177776,-0.9938940698189996
BTC,2025-03-30,0.37366438466624396,2049.5522333323033,8.448617826681822
BTC,2025-04-06,1.0174253253773295,3079.4738764699287,1.722831950618176
BTC,2025-04-13,0.07456634421535131,131.66235858469878,-0.9267107449014038
BTC,2025-04-20,4.957650996941252,10989.039886607252,65.48644303418321
BTC,2025-04-27,1.041505876961772,3204.0586871570895,-0.7899194845291944
BTC,2025-05-04,0.36452452035039545,914.4115766617687,-0.6500024354987147
BTC,2025-05-11,0.1987992754499472,1511.7683624534886,-0.4546340112899582
BTC,2025-05-18,0.6015373333704499,1386.1292495893351,2.025852745232476
BTC,2025-05-25,0.7279171652872922,2398.2851808540513,0.2100947437605052
BTC,2025-06-01,0.357449904184494,644.9585562292456,-0.5089415097892125
BTC,2025-06-08,14.66382474490523,14197.515127222403,40.023440133128844
BTC,2025-06-15,0.3322893159603232,1381.1454683868471,-0.9773395194131891
BTC,2025-06-22,1.6368770673710693,3322.926874356657,3.9260598783938017
BTC,2025-06-29,0.30779578478325187,907.7530874035431,-0.8119615755399445
BTC,2025-07-06,0.30452562472672967,605.1391041550536,-0.010624447176315388
BTC,2025-07-13,0.7789940887524825,377.7165047117209,1.5580576000838149
BTC,2025-07-20,6.595305662271298,7479.030527399268,7.466438651457969
BTC,2025-07-27,8.213643121605417,2580.2406509664424,0.24537717312965213
BTC,2025-08-03,0.5385699324605178,1161.1267534175151,-0.9344298352768886
BTC,2025-08-10,2.199450378678601,4852.050654654782,3.0838714642500795
BTC,2025-08-17,0.849957499656542,1069.4534786312013,-0.6135591382756338
BTC,2025-08-24,0.8217719224236459,2932.3936292867365,-0.03316116069837083
BTC,2025-08-31,3.011653130096367,5019.266686518948,2.664828461422873
BTC,2025-09-07,0.46372113304627305,1522.5265074357874,-0.8460243882629886
BTC,2025-09-14,0.15875463186206598,277.689536911934,-0.6576506427059376
BTC,2025-09-21,0.6832437525324985,290.64247157736884,3.303772082228978
BTC,2025-09-28,0.3452079329600565,380.05677648131035,-0.4947514240993566
BTC,2025-10-05,1.711108980745285,866.3902472116372,3.956748722640957
BTC,2025-10-12,0.6451587910146558,1787.8697206280372,-0.6229586786847132
BTC,2025-10-19,6.727354682784045,440.56319194840387,9.427440153460179
BTC,2025-10-26,7.61967390253059,454.0962096596189,0.13264043027641703
BTC,2025-11-02,4.5452270543768805,342.73004873758435,-0.40348798222620097
BTC,2025-11-09,7.679961875917625,328.1717585762027,0.6896761776778817
BTC,2025-11-16,18.29571493867431,56.467007089999996,1.3822663750512798
BTC,2025-11-23,19.830000000000002,67.96048571428572,0.08386035016770244
BTC,2025-11-30,12.564,53.772000000000006,-0.36641452344931924
BTC,2025-12-07,12.58,0.0,0.0012734797835083356
BTC,2025-12-14,12.58,0.0,0.0
ETH,2025-11-30,12.56,67.215,0.0
ETH,2025-12-07,12.56,67.215,0.0
ETH,2025-12-14,12.56,67.215,0.0
