,avg_funding_rate,sum_open_interest,long_position_pct,whale_conc_change_7d,funding_rate_zscore,oi_growth_7d,volatility_ratio,predicted_prob,actual_label
960,-0.4792762586720079,0.0,0.0,-0.6100593890395402,1.5119912771851507,0.0,0.12786006297300373,0.5098936163015965,0
963,-0.16970153709754046,0.0,0.0,-0.37713868735954775,0.4943406851524522,0.0,0.35505161541432084,0.44809170626333217,0
1027,-0.13547446908405034,0.0,0.0,-0.8849455106498323,0.1129978550712073,0.0,-0.14434025325179045,0.1732597795171127,0
695,0.5147300736150605,0.0,0.0,0.8458622962913745,-0.7473131928140858,0.0,0.20547036999670953,0.5763514683401499,1
792,-0.37822034465649246,0.0,0.0,0.4753707349178251,0.36188164648864296,0.0,-0.24172453527854829,0.4271157685765276,1
669,-0.027546405719376676,0.0,0.0,0.459837918462927,0.3261783816490007,0.0,-0.07944738701874798,0.5419229537272154,0
711,0.09056984967962392,0.0,0.0,-0.4415496559841993,0.7996226580083792,0.0,0.08733364366713038,0.5062597814847047,0
721,-0.30719819290866607,0.0,0.0,-0.23093974014080187,0.5686403653743436,0.0,0.2972806510180849,0.4543393249178076,0
897,-0.04544603830830274,0.0,0.0,0.5612920918475194,0.1497276104984507,0.0,-0.1368214798910638,0.5044539129503062,0
1055,-0.4240738491687156,0.0,0.0,0.3642914653073449,0.14762406122365895,0.0,0.16439998704989336,0.43568468145039235,0
648,-0.027831751284204544,0.0,0.0,0.5067963813728964,-0.4981434361947913,0.0,0.056082647243387095,0.3836623163297651,1
1030,0.6430800108663477,0.0,0.0,-0.5309862807732045,-0.2601263696274884,0.0,-0.03696056045878743,0.33271538014540625,0
743,-0.2602896295804359,0.0,0.0,0.6173139868661643,0.8469355230229251,0.0,-0.12115270101005254,0.6391948137100245,0
1053,-0.20905090666706172,0.0,0.0,0.4020956211547178,0.15817094130324832,0.0,0.030108071629182345,0.46764220308308235,1
1052,0.08294527659009956,0.0,0.0,0.2690805185457274,-0.4076048480531196,0.0,0.22465285939630766,0.4153571841947409,0
678,0.21642584009260638,0.0,0.0,-0.6347027725194772,0.12784031187578426,0.0,-1.1292939274492768,0.12667681493620492,1
1051,0.38276971132604654,0.0,0.0,0.5681843032708711,0.015563133683622691,0.0,0.3358099938124388,0.6881299445736624,1
1017,0.04225537367122263,0.0,0.0,-0.8392602792428219,1.5737947555688379,0.0,0.018832751630989637,0.5706948153225576,0
694,1.5844365059708028,0.0,0.0,0.2978500844841041,0.1105886682292321,0.0,-0.04780511372815918,0.8075446367801701,0
1045,-0.6489861884788779,0.0,0.0,0.6358087457254821,0.24555607307075633,0.0,-0.11977194019057708,0.4017137925570413,0
1026,-0.2721013414910498,0.0,0.0,-0.8185836068309277,-0.025050544139699097,0.0,0.11829807268705228,0.18117996830563135,0
884,-0.29002033633257995,0.0,0.0,-0.7326497245234095,0.09106974656876844,0.0,-0.13131688938356045,0.17166777198178745,0
1048,0.40932219788794433,0.0,0.0,0.6594698297023744,-0.06991456912574338,0.0,0.15412282602324007,0.6552199319452272,0
819,0.1499938026141873,0.0,0.0,0.8776270952222057,-0.008694262840643306,0.0,0.2812745486444908,0.687673516364979,0
864,0.2875138676482651,0.0,0.0,0.79583880946295,-0.4513416091591222,0.0,-0.3088097245133396,0.4532036819678939,0
752,0.08190075085367717,0.0,0.0,0.8952459667634476,0.49527890180968154,0.0,-0.11339430732464748,0.7001674253190188,1
1003,-0.41424469884613063,0.0,0.0,-1.0622442918883712,0.3133632925023463,0.0,-0.04277937513216769,0.15227849307845898,0
787,-0.31103787554292434,0.0,0.0,1.1432011174452834,0.030033788689320752,0.0,-0.7017533230136898,0.4132630317294338,1
976,-0.18352741654546534,0.0,0.0,-0.8210768676901508,-0.29134743954260356,0.0,0.015698683531778727,0.14292699804970857,0
717,-0.22366786706453018,0.0,0.0,-0.12365760256020747,0.43385350986960614,0.0,-0.08752567757706757,0.3747403309926154,1
849,-0.4118538999299267,0.0,0.0,-1.0886244110213743,0.4797567186741885,0.0,-0.055925277412675556,0.16972423343833556,0
1006,-0.4546375458482769,0.0,0.0,0.8854167261259126,-1.0797342144168791,0.0,0.13317636560283996,0.2637215178978867,0
780,0.06499454297988644,0.0,0.0,0.89735215493369,0.8271904835690264,0.0,0.42615793404998753,0.8461552731792679,0
732,0.2674675155566715,0.0,0.0,-0.42765316936070674,0.44014972318872164,0.0,0.2691646741109331,0.5095470101229188,0
861,0.3457733557784528,0.0,0.0,0.7195760862083308,-0.34101917234175594,0.0,-0.32593988905014004,0.47189324153717416,1
843,-0.15967413092759422,0.0,0.0,-0.7064313135427742,0.5312695859687814,0.0,0.2865676104652619,0.36373158721195414,0
718,0.10817061092103608,0.0,0.0,-0.04812594549868258,0.6258103345399315,0.0,-0.08982997041218796,0.5212594169096626,1
940,0.28428728088011934,0.0,0.0,-0.4518552004695948,0.36214500313509707,0.0,0.13715781002901595,0.4553192138956623,0
887,-0.5862200847827542,0.0,0.0,0.37910990238059794,-0.13467874787505363,0.0,-0.2974670943574724,0.24045399955543603,0
714,-0.07748976774824126,0.0,0.0,-0.11685155255227708,0.4065410852310771,0.0,-0.11618168344593838,0.3977334702365319,0
709,0.13786592993275373,0.0,0.0,0.06452685509797597,0.6805560186672607,0.0,0.2634342182906364,0.6537235159749029,1
672,0.19575453677766272,0.0,0.0,0.13572637053766054,0.7526834346040636,0.0,0.3572578483963128,0.7171739001627924,0
749,0.007121078447107352,0.0,0.0,0.7782470319485131,0.3772870244567808,0.0,-0.13423430257878913,0.6265594338478809,1
929,-0.3067087249753878,0.0,0.0,0.6078178161404635,-0.9375369247092077,0.0,-0.0572369928590361,0.23065775556765988,0
712,0.1193344857882299,0.0,0.0,-0.18629923862357994,0.805970563512543,0.0,0.12446692087928674,0.5872325794365445,0
900,0.0831528527303935,0.0,0.0,-0.9053938575367521,0.2929636054017155,0.0,-0.7250842196184633,0.14612808354608403,0
1004,-0.21180060719043392,0.0,0.0,0.7644300165898642,-0.12866929878173317,0.0,0.5743683487416984,0.6194919559103224,0
654,0.4499814875881044,0.0,0.0,-0.23556348431171917,-0.360902220521153,0.0,-0.015295535496559525,0.3378889916268303,0
716,-0.07059598912297226,0.0,0.0,-0.19945315132235053,0.46879615655711315,0.0,0.09764451483947258,0.44656866124516187,1
924,-0.13611544189433358,0.0,0.0,-0.007234259365957068,-0.7182427932301909,0.0,0.06815002621820884,0.2134290399118283,0
639,-0.40294771330804274,0.0,0.0,0.11437083794162319,-1.1518856928483603,0.0,1.0191422986116387,0.28246717821556133,0
658,-0.3337903604516883,0.0,0.0,-0.031805766597169556,-0.9885870049478235,0.0,-0.016268769244813387,0.1322295306555801,0
907,-0.23322522579926677,0.0,0.0,0.7329403451117471,0.05634450555594603,0.0,-0.3794925778386626,0.4171779560160502,0
1032,-0.193029855018604,0.0,0.0,-0.2311277886643865,0.16462578725142712,0.0,0.3302236205074267,0.39168275970203387,0
1008,0.48474906100035803,0.0,0.0,0.733576020588305,-0.28179325406552697,0.0,0.5624011626017831,0.7286920968221983,0
914,-0.22824799417387437,0.0,0.0,-0.8542915431267994,0.338421023236774,0.0,0.10139076551360318,0.23982050968132942,0
715,-0.25059260975849823,0.0,0.0,-0.25757021907021643,0.47148085093640757,0.0,0.19302786606455088,0.412269760440312,0
776,-0.6789116143598382,0.0,0.0,0.9926714520271774,0.3813962046535654,0.0,-1.0351235099717293,0.2992433561042067,0
993,-0.06807338285388304,0.0,0.0,-0.925748433133234,1.0853382764602544,0.0,-1.501676120418126,0.12773942900795118,0
1035,-0.20313035575092575,0.0,0.0,-0.5200627097866924,-0.4944488976522304,0.0,-1.3111872578829211,0.04566139785969711,0
664,0.028399846287920832,0.0,0.0,0.5613564451537711,-0.31114860853529436,0.0,-0.2090074823054094,0.39142270651098054,0
1016,-1.0287461143046872,0.0,0.0,1.1071452379572342,0.46904040494858323,0.0,-0.7064849125972252,0.3385009955622842,0
807,-0.5720817099293026,0.0,0.0,0.5422410596711658,-0.1755950589184239,0.0,-0.2058955809490743,0.2844961312003045,1
916,-0.5451187474207853,0.0,0.0,-0.7903234769571826,0.11646601268837897,0.0,-1.5867195704892174,0.03500500568402468,0
814,-1.5203741559558122,0.0,0.0,-0.8163951048271819,0.6019045518461431,0.0,-0.03443990194064487,0.09277269475268642,0
990,-0.04652030944523965,0.0,0.0,-0.13856522601611337,0.11744368502339732,0.0,-0.2151892389899873,0.3113603620536934,0
681,1.7901194804923166,0.0,0.0,0.5221031258308456,-0.5252669036251159,0.0,-0.2421577887235117,0.7376639112496708,1
794,-0.23286402449842744,0.0,0.0,0.95564487866523,0.20680086955075686,0.0,0.3402219763353237,0.6811078354783993,1
970,-0.061674363786566565,0.0,0.0,-0.9072554206247587,-0.42080137789360045,0.0,-0.02262597113989617,0.12749478219534646,0
1043,-0.38595406020942724,0.0,0.0,-1.133115517736746,-0.5478839780896516,0.0,0.014463563378518306,0.07152967286211934,0
955,0.14887683995365403,0.0,0.0,0.7411229593535548,-0.3200478091870085,0.0,0.5916734136463285,0.6571657876497716,1
917,-0.14993960595620878,0.0,0.0,0.7484486981366916,0.486893834263286,0.0,0.2546967489152497,0.6961780514182728,0
980,-0.31158366395646897,0.0,0.0,-0.9332014224612081,0.332260843795499,0.0,-0.5674417633319125,0.12016146083527542,0
661,-0.405935859258793,0.0,0.0,-0.3159798198152036,-1.3637745968264967,0.0,0.30905906945118555,0.09215788218099,0
685,-0.08718132099380198,0.0,0.0,0.4392037325364606,-0.023487056225386486,0.0,-1.390812281034414,0.17175883733397432,0
1015,-0.4627015526593854,0.0,0.0,0.30324397333225067,0.06582561294611014,0.0,-0.17392804121212121,0.3146441081686799,0
974,-0.3819271648061089,0.0,0.0,-0.5200170771274418,0.11295065862876805,0.0,-0.01197105352044857,0.21216896239238786,0
729,-0.10356650966174602,0.0,0.0,-0.22883783264265775,0.6201802645423371,0.0,0.3275900740314698,0.5260837831323659,0
804,0.4741143673059441,0.0,0.0,-0.20125198989752838,1.4385507560897688,0.0,-0.7662013459193806,0.606894208893586,0
696,1.5895808053765248,0.0,0.0,0.5917340608331566,0.29081792710590865,0.0,0.05150259937390103,0.8821239917203183,0
765,-0.10960715836186045,0.0,0.0,0.6844735484067491,0.1511519966748712,0.0,0.6037947655367386,0.6939979257517946,0
663,-0.18697347166882652,0.0,0.0,0.557294943339485,-1.4566386266657707,0.0,0.9811096163910138,0.35065903676552185,0
656,-0.36286516577769157,0.0,0.0,-0.09684901689163855,-0.9775705088281517,0.0,0.06973290642150712,0.13256265921622798,0
705,0.020957027046710566,0.0,0.0,-0.2755304274178571,0.6730718754772332,0.0,0.1577327169464199,0.5163179855674546,0
975,-0.009134351820908772,0.0,0.0,0.7485397096246421,-0.3353530912762477,0.0,-0.09276327995490485,0.4502533591257309,0
670,-0.05678866288606203,0.0,0.0,-0.34963726410578017,0.3083892234457402,0.0,-0.12160213539364985,0.32506858224108837,0
723,0.01644594587531818,0.0,0.0,-0.3232351622304444,0.5646418401956352,0.0,0.5622597938582501,0.5766842063994007,0
926,-0.31607749650793926,0.0,0.0,0.9490311604465425,-1.3927234800509967,0.0,0.24832403657268218,0.2645637065837482,0
956,0.008096909260666455,0.0,0.0,0.9584051681985262,0.3370269981113455,0.0,1.202323585136489,0.8802623195404046,0
850,-1.6421057457976078,0.0,0.0,-0.6892528439872673,-0.13146568289389568,0.0,0.16819715780600958,0.057024291650512156,0
733,-0.18161402915253952,0.0,0.0,-0.715880303179771,0.25462525450244855,0.0,0.10502100451758524,0.25945864872550695,0
1028,-0.4621007418094191,0.0,0.0,-0.8812899285615466,-0.3776343170180115,0.0,-1.3880117238896925,0.026084766837458365,0
966,-0.08338356618600949,0.0,0.0,-0.2096003937717152,-1.541050846712963,0.0,0.5991238868713342,0.1485717811243548,0
644,-0.5433803184623873,0.0,0.0,-0.07600208284423879,0.2663044523288817,0.0,-0.29757896670116096,0.23837795348210275,0
684,-0.03561239685966458,0.0,0.0,0.4104248832179505,0.27870043337079853,0.0,0.13869649403706125,0.5698583756238504,0
779,-0.21651711687865238,0.0,0.0,-0.1653802209801483,-0.9804006960812758,0.0,0.3542371564167544,0.17960927278590214,0
784,-0.047686030302621724,0.0,0.0,0.8925206590327203,0.3941681008753814,0.0,-0.12069694407909505,0.6473405674424807,1
1042,-0.21243572905557642,0.0,0.0,0.955887529023921,0.12342013290955688,0.0,-0.37704962297547273,0.4947217582809625,0
997,-0.2782122297901319,0.0,0.0,-0.3127334785579374,-0.48509988557646166,0.0,0.28864504528859264,0.21444509591496705,0
655,-0.31707943245471143,0.0,0.0,-0.31222678852354996,-1.0635235224411272,0.0,-0.12630663634346012,0.08866280973407381,0
